Inwoner, huishouden en woninggegevens per postcode, peildatum 1 januari 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Definitieve gegevens, versie 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Datum: 17 februari 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Betekenis -99 997 =  '0 - 4 / geheim';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Inwoners;;;;;;;;;;;Huishouden;;;;;;Woning;;;;;;;;;;;;;;;Sociale Zekerheid
;Totaal;Geslacht;;Leeftijdklassen;;;;;Herkomst;;;Totaal;Samenstelling;;;;Grootte;Totaal;Bouwperiode;;;;;;;;Type;;Eigendom;;In gebruik;Waarde;Totaal uitkeringen
Postcode;Totaal;Man;Vrouw;tot 15 jaar;15 tot 25 jaar;25 tot 45 jaar;45 tot 65 jaar;65 jaar en ouder;"Nederlandse
achtergond";"Westerse
migratie
achtergrond";"Niet-westerse
migratie
achtergrond";Totaal;Eenpersoons;"Meerpersoons 
zonder kinderen";Eenouder;Tweeouder;Huishoudgrootte;Totaal;voor 1945;1945 tot 1965;1965 tot 1975;1975 tot 1985;1985 tot 1995;1995 tot 2005;2005 tot 2015;2015 en later;Meergezins;Koopwoning;Huurwoning;Huurcoporatie;Niet bewoond;"WOZ-waarde
woning";"Personen met WW, Bijstand en/of AO uitkering
Beneden AOW-leeftijd"
1014AV;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014AW;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014AX;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014AZ;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BA;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BB;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BC;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BD;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BE;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BG;95;45;50;15;-99997;70;-99997;-99997;70;30;10;55;25;20;-99997;10;1,8;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BH;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BJ;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BK;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BL;20;15;-99997;-99997;5;10;-99997;-99997;80;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BM;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BN;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BP;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BS;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BT;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BV;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BW;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BX;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014BZ;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014CB;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014CC;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014CE;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014DA;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014DB;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014DC;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014DD;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997,0;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997
1014ZA;55;30;25;15;5;30;10;-99997;70;20;10;25;5;5;-99997;10;2,5;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;20;90;-99997;-99997;-99997;835;-99997
1014ZB;280;140;140;80;20;125;60;-99997;70;20;10;120;45;25;5;45;2,3;115;-99997;-99997;-99997;-99997;-99997;-99997;-99997;115;115;80;20;-99997;5;728;10
1014ZC;125;50;75;15;15;40;40;15;30;20;60;85;55;10;15;-99997;1,5;85;-99997;-99997;-99997;-99997;-99997;-99997;-99997;85;85;10;90;70;-99997;430;40
1014ZE;210;100;110;85;10;70;45;-99997;80;20;10;60;-99997;5;-99997;50;3,4;60;-99997;-99997;-99997;-99997;-99997;-99997;-99997;60;-99997;90;-99997;-99997;-99997;1109;-99997
1014ZG;30;20;10;-99997;-99997;10;10;5;50;40;-99997;20;15;-99997;-99997;-99997;1,4;130;-99997;-99997;-99997;-99997;-99997;-99997;-99997;130;130;20;80;40;120;-99997;-99997
1014ZJ;300;155;145;95;20;115;70;-99997;70;20;10;105;15;30;-99997;60;2,8;125;-99997;-99997;-99997;-99997;-99997;-99997;-99997;125;125;80;20;-99997;25;921;10
1014ZL;185;95;90;45;10;80;40;15;70;20;10;85;30;20;-99997;30;2,2;85;-99997;-99997;-99997;-99997;-99997;-99997;-99997;85;85;90;10;-99997;5;643;5
1014ZP;445;240;205;45;20;220;120;35;50;30;10;250;105;95;10;35;1,8;310;-99997;-99997;-99997;-99997;-99997;-99997;-99997;310;310;10;90;-99997;75;830;10
1015AA;50;30;20;5;-99997;15;15;10;40;40;20;30;15;10;-99997;-99997;1,6;35;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;60;30;-99997;10;1091;-99997
1015AB;80;40;45;15;-99997;30;20;10;50;40;10;50;35;5;-99997;10;1,6;50;50;-99997;-99997;-99997;-99997;-99997;-99997;-99997;45;60;40;5;10;777;-99997
1015AC;60;30;30;-99997;5;20;20;15;50;50;-99997;40;20;15;-99997;-99997;1,6;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;40;30;-99997;10;795;-99997
1015AD;60;30;30;5;10;15;15;15;60;30;10;35;20;10;-99997;5;1,6;40;30;-99997;-99997;-99997;10;-99997;-99997;-99997;35;60;40;-99997;5;840;-99997
1015AE;35;20;15;-99997;-99997;15;5;10;70;30;-99997;20;10;-99997;-99997;5;1,8;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;60;40;-99997;-99997;1007;-99997
1015AG;35;20;15;-99997;-99997;5;15;10;60;20;20;25;15;5;-99997;-99997;1,6;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;70;30;-99997;5;1143;-99997
1015AH;50;20;30;10;-99997;10;25;5;60;30;10;30;15;5;-99997;-99997;1,7;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;50;50;10;-99997;841;-99997
1015AJ;25;15;10;-99997;-99997;10;10;-99997;60;20;-99997;15;5;5;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;70;30;-99997;-99997;586;-99997
1015AK;85;45;40;-99997;20;35;20;10;50;40;10;55;30;15;-99997;-99997;1,6;60;60;-99997;-99997;-99997;-99997;-99997;-99997;-99997;50;20;70;20;5;554;-99997
1015AL;45;20;25;-99997;-99997;30;-99997;5;50;40;10;25;15;10;-99997;-99997;1,7;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;-99997;-99997;572;-99997
1015AM;55;35;20;-99997;5;25;15;10;60;30;10;40;20;15;-99997;-99997;1,5;40;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;40;70;-99997;5;493;-99997
1015AN;80;40;40;10;15;20;25;10;70;20;10;40;25;10;-99997;10;1,9;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;30;70;-99997;-99997;685;-99997
1015AP;35;15;20;5;-99997;15;10;-99997;40;50;-99997;15;5;-99997;-99997;5;2,3;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;40;60;-99997;-99997;708;-99997
1015AR;25;15;10;-99997;5;15;-99997;-99997;50;30;20;15;5;5;-99997;-99997;1,7;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;70;-99997;-99997;557;-99997
1015AS;10;5;-99997;-99997;-99997;5;-99997;-99997;50;50;-99997;5;-99997;-99997;-99997;-99997;1,6;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;50;50;-99997;5;741;-99997
1015AT;20;10;10;-99997;-99997;10;-99997;-99997;60;30;-99997;15;10;5;-99997;-99997;1,5;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;40;50;-99997;-99997;585;-99997
1015AV;40;20;20;-99997;10;10;10;-99997;60;20;10;20;10;5;-99997;-99997;1,9;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;70;-99997;-99997;-99997;923;-99997
1015AW;15;5;10;-99997;-99997;10;-99997;-99997;40;60;-99997;5;-99997;-99997;-99997;-99997;2,3;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;80;-99997;-99997;569;-99997
1015BA;25;10;15;-99997;-99997;10;10;5;60;40;-99997;15;10;-99997;-99997;-99997;1,7;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;60;40;-99997;5;781;-99997
1015BB;30;20;10;-99997;-99997;10;10;5;40;30;30;20;10;5;-99997;-99997;1,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;30;-99997;-99997;906;-99997
1015BC;50;35;20;-99997;5;25;10;10;50;40;10;35;20;10;-99997;-99997;1,5;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;30;70;-99997;-99997;931;-99997
1015BD;45;25;20;-99997;-99997;25;5;5;60;40;-99997;30;20;5;-99997;-99997;1,4;40;40;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;20;80;-99997;15;729;-99997
1015BE;45;30;15;5;10;10;5;15;80;10;-99997;20;10;-99997;-99997;5;2,2;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;30;70;-99997;5;1043;-99997
1015BG;35;20;15;-99997;-99997;10;10;5;60;30;-99997;20;10;10;-99997;-99997;1,7;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;50;50;-99997;10;1056;-99997
1015BH;35;25;10;-99997;-99997;10;10;-99997;60;30;-99997;20;10;5;-99997;-99997;1,7;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;60;30;-99997;-99997;746;-99997
1015BJ;15;10;5;-99997;-99997;-99997;-99997;5;50;40;-99997;10;-99997;-99997;-99997;-99997;1,9;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;70;-99997;-99997;993;-99997
1015BK;45;30;15;-99997;-99997;15;25;-99997;50;30;10;30;15;10;-99997;5;1,7;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;80;-99997;-99997;5;1151;-99997
1015BL;30;20;15;5;-99997;15;10;5;40;50;-99997;25;20;-99997;-99997;-99997;1,3;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;30;70;15;5;639;-99997
1015BM;15;10;5;-99997;-99997;-99997;-99997;5;60;40;-99997;10;-99997;-99997;-99997;-99997;2,0;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;80;-99997;-99997;5;1391;-99997
1015BN;30;20;15;-99997;-99997;10;10;10;50;40;-99997;20;10;5;-99997;-99997;1,7;25;5;-99997;-99997;20;-99997;-99997;-99997;-99997;25;50;50;-99997;5;848;-99997
1015BP;25;15;10;5;-99997;-99997;5;10;60;30;-99997;15;10;-99997;-99997;-99997;1,9;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;50;40;-99997;-99997;1496;-99997
1015BR;35;15;20;-99997;5;10;10;5;60;30;-99997;20;10;10;-99997;-99997;1,5;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;50;40;-99997;10;865;-99997
1015BS;100;50;50;10;5;40;25;25;50;40;10;50;15;25;-99997;10;2,0;60;55;-99997;-99997;-99997;-99997;-99997;-99997;-99997;60;60;40;-99997;10;837;-99997
1015BT;50;25;25;-99997;5;10;15;20;60;30;-99997;30;15;10;-99997;-99997;1,7;35;25;-99997;-99997;-99997;5;-99997;-99997;-99997;30;80;20;-99997;5;1228;-99997
1015BV;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;5;-99997;-99997;-99997;1,2;5;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;1839;-99997
1015BW;15;5;5;-99997;-99997;5;-99997;-99997;60;-99997;-99997;10;10;-99997;-99997;-99997;1,4;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;496;-99997
1015BX;30;15;15;5;5;5;5;-99997;70;20;-99997;15;5;-99997;-99997;-99997;2,1;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;40;60;-99997;-99997;633;-99997
1015BZ;25;10;10;-99997;-99997;15;-99997;-99997;90;-99997;-99997;20;20;-99997;-99997;-99997;1,1;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;280;-99997
1015CA;20;10;10;-99997;-99997;-99997;5;5;50;-99997;40;15;15;-99997;-99997;-99997;1,3;20;10;-99997;-99997;-99997;-99997;-99997;5;-99997;20;50;50;-99997;-99997;485;-99997
1015CB;30;15;15;-99997;5;15;5;-99997;50;30;20;20;10;5;-99997;-99997;1,5;20;15;-99997;-99997;-99997;-99997;-99997;5;-99997;20;20;80;-99997;5;602;-99997
1015CC;25;10;15;5;-99997;-99997;5;10;70;30;-99997;15;10;-99997;-99997;-99997;1,7;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;90;-99997;-99997;-99997;1213;-99997
1015CD;65;40;25;10;-99997;20;15;15;70;20;10;35;20;5;-99997;10;1,8;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;80;30;-99997;-99997;1070;-99997
1015CE;100;55;40;15;-99997;20;30;35;60;40;-99997;50;20;20;-99997;10;1,9;55;30;10;-99997;20;-99997;-99997;-99997;-99997;55;80;20;-99997;10;892;-99997
1015CG;30;10;20;-99997;-99997;10;10;5;60;30;-99997;20;10;5;-99997;-99997;1,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;60;40;-99997;-99997;835;-99997
1015CH;25;15;15;-99997;-99997;10;10;5;50;40;-99997;20;15;-99997;-99997;-99997;1,3;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;30;70;10;-99997;675;-99997
1015CJ;40;20;20;-99997;-99997;15;10;10;40;40;20;25;10;10;-99997;-99997;1,7;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;60;40;-99997;10;1304;-99997
1015CK;40;25;15;5;-99997;20;10;-99997;50;50;-99997;30;20;-99997;-99997;-99997;1,4;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;30;70;-99997;10;726;-99997
1015CL;25;15;10;5;-99997;5;10;5;80;20;-99997;15;10;-99997;-99997;-99997;1,8;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;30;-99997;5;1069;-99997
1015CN;25;10;15;-99997;-99997;10;5;5;50;50;-99997;15;10;-99997;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;40;60;-99997;-99997;729;-99997
1015CP;30;15;10;-99997;-99997;-99997;10;10;70;20;-99997;15;5;5;-99997;-99997;1,9;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;80;20;-99997;5;1116;-99997
1015CR;80;40;40;-99997;5;15;20;30;70;30;10;50;30;20;-99997;-99997;1,5;60;40;-99997;-99997;-99997;25;-99997;-99997;-99997;60;70;30;-99997;15;898;-99997
1015CS;20;10;15;-99997;-99997;5;5;10;60;30;-99997;15;5;5;-99997;-99997;1,6;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;70;30;-99997;5;996;-99997
1015CT;50;25;25;5;5;10;15;10;70;30;-99997;25;15;5;-99997;5;1,8;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;70;30;10;10;863;-99997
1015CV;30;15;15;-99997;-99997;5;10;5;50;40;-99997;20;10;-99997;-99997;-99997;1,5;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;40;60;-99997;-99997;990;-99997
1015CW;35;20;15;-99997;-99997;10;15;5;50;40;-99997;25;15;10;-99997;-99997;1,3;35;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;30;70;-99997;10;977;-99997
1015CX;20;10;10;-99997;-99997;-99997;5;10;70;30;-99997;15;10;5;-99997;-99997;1,3;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;60;40;-99997;5;1120;-99997
1015CZ;30;15;15;5;-99997;15;5;-99997;60;20;-99997;15;10;-99997;-99997;-99997;1,8;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;50;50;-99997;-99997;866;-99997
1015DA;20;10;10;-99997;-99997;15;-99997;-99997;30;60;-99997;10;-99997;10;-99997;-99997;1,9;15;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;-99997;80;-99997;-99997;481;-99997
1015DB;15;10;10;-99997;-99997;10;-99997;-99997;40;50;-99997;10;5;-99997;-99997;-99997;1,5;15;5;5;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;512;-99997
1015DC;20;10;10;-99997;-99997;10;10;-99997;40;50;-99997;15;10;5;-99997;-99997;1,6;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;70;-99997;-99997;-99997;524;-99997
1015DD;25;10;15;-99997;5;15;-99997;-99997;70;20;-99997;20;15;-99997;-99997;-99997;1,3;15;10;-99997;5;-99997;-99997;-99997;-99997;-99997;15;-99997;-99997;-99997;-99997;372;-99997
1015DE;15;10;5;-99997;-99997;-99997;-99997;-99997;40;50;-99997;10;10;-99997;-99997;-99997;1,3;10;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;5;-99997;-99997;-99997;-99997;1238;-99997
1015DG;35;15;20;-99997;10;10;10;-99997;50;30;20;20;10;-99997;-99997;-99997;1,8;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;50;50;-99997;5;704;-99997
1015DH;20;15;10;-99997;-99997;5;5;5;40;50;-99997;15;10;-99997;-99997;-99997;1,4;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;20;-99997;10;875;-99997
1015DJ;25;15;10;-99997;-99997;10;5;-99997;40;60;-99997;15;5;5;-99997;-99997;1,9;10;5;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;60;-99997;-99997;-99997;976;-99997
1015DK;45;20;25;5;-99997;10;15;15;70;20;-99997;30;15;5;-99997;-99997;1,6;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;40;60;-99997;10;983;-99997
1015DL;45;15;30;-99997;5;10;15;15;70;30;-99997;30;15;10;-99997;-99997;1,6;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;60;40;-99997;5;1110;-99997
1015DM;25;10;15;-99997;-99997;5;10;5;40;30;20;15;10;-99997;-99997;-99997;1,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;70;40;-99997;5;569;-99997
1015DN;25;10;15;-99997;-99997;-99997;5;15;60;20;-99997;20;15;-99997;-99997;-99997;1,3;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;20;-99997;-99997;-99997;-99997;533;-99997
1015DP;20;15;5;-99997;-99997;-99997;-99997;10;80;-99997;-99997;15;10;-99997;-99997;-99997;1,5;10;10;-99997;-99997;-99997;-99997;-99997;-99997;-99997;10;-99997;-99997;-99997;-99997;452;-99997
1015DR;75;40;35;10;20;35;5;5;60;20;10;60;50;-99997;-99997;-99997;1,3;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;30;30;-99997;-99997;-99997;-99997
1015DS;50;25;25;-99997;5;20;20;5;60;30;10;35;20;15;-99997;-99997;1,5;30;30;-99997;-99997;-99997;-99997;-99997;-99997;-99997;30;50;50;-99997;5;817;-99997
1015DT;415;170;250;15;200;120;50;30;30;50;20;335;280;30;5;10;1,2;220;170;-99997;50;-99997;-99997;-99997;-99997;-99997;215;20;80;150;25;507;20
1015DV;45;30;15;-99997;-99997;10;20;10;60;30;-99997;30;20;5;-99997;-99997;1,6;20;20;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;30;70;-99997;-99997;676;-99997
1015DW;55;25;30;10;5;15;15;10;70;20;10;35;20;5;-99997;5;1,7;35;15;-99997;-99997;15;-99997;-99997;-99997;-99997;30;40;60;5;10;527;-99997
1015DX;35;20;15;-99997;-99997;10;15;10;80;10;-99997;30;20;5;-99997;-99997;1,3;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;40;60;-99997;-99997;475;-99997
1015DZ;30;10;20;5;-99997;10;10;5;60;30;-99997;15;5;-99997;-99997;5;2,3;15;15;-99997;-99997;-99997;-99997;-99997;-99997;-99997;15;60;40;-99997;-99997;673;-99997
1015EA;40;25;15;-99997;-99997;10;20;-99997;70;20;-99997;20;10;5;-99997;-99997;1,7;25;25;-99997;-99997;-99997;-99997;-99997;-99997;-99997;25;50;50;-99997;5;569;-99997
1015EB;40;15;25;-99997;-99997;20;10;-99997;60;30;-99997;25;15;10;-99997;-99997;1,4;25;15;5;-99997;-99997;-99997;-99997;-99997;-99997;25;-99997;80;-99997;-99997;478;-99997
1015GA;40;25;15;-99997;-99997;20;15;-99997;50;40;-99997;30;15;10;-99997;-99997;1,4;35;35;-99997;-99997;-99997;-99997;-99997;-99997;-99997;35;50;50;-99997;10;681;-99997
1015GB;55;30;25;-99997;10;10;25;10;60;40;-99997;25;10;10;-99997;5;2,0;30;25;-99997;-99997;-99997;-99997;5;-99997;-99997;25;50;50;-99997;5;931;-99997
